company,city,website,phone,google_rating,google_reviews,intel_json,reply_prob,replied
Synthetic Lead 0023,Jacksonville,https://lead23.example.com,+1-555-0000023,4.6352778047098635,32,"{""place_id"": ""synthetic_0023"", ""types"": [""real_estate_agency"", ""finance""]}",0.33984992181818985,0
Synthetic Lead 0024,Miami,https://lead24.example.com,+1-555-0000024,4.939637255337115,38,"{""place_id"": ""synthetic_0024"", ""types"": [""point_of_interest"", ""establishment""]}",0.3918669714156855,0
Synthetic Lead 0025,Miami,https://lead25.example.com,,5.0,26,"{""place_id"": ""synthetic_0025"", ""types"": [""insurance_agency""]}",0.2739686628360039,1
Synthetic Lead 0026,Miami,https://lead26.example.com,+1-555-0000026,4.857403935752953,63,"{""place_id"": ""synthetic_0026"", ""types"": [""real_estate_agency""]}",0.5745055123251267,1
Synthetic Lead 0027,Orlando,https://lead27.example.com,+1-555-0000027,,0,"{""place_id"": ""synthetic_0027"", ""types"": [""real_estate_agency""]}",0.000552778636923599,0
Synthetic Lead 0028,Miami,,+1-555-0000028,4.376360081513171,32,"{""place_id"": ""synthetic_0028"", ""types"": [""real_estate_agency""]}",0.14740385035594628,1
Synthetic Lead 0029,Naples,https://lead29.example.com,+1-555-0000029,4.583411435892122,28,"{""place_id"": ""synthetic_0029"", ""types"": [""real_estate_agency""]}",0.29810369876054116,0
Synthetic Lead 0030,Jacksonville,https://lead30.example.com,+1-555-0000030,4.260588974649731,17,"{""place_id"": ""synthetic_0030"", ""types"": [""point_of_interest"", ""establishment""]}",0.1208066406974217,0
Synthetic Lead 0031,Fort Lauderdale,https://lead31.example.com,+1-555-0000031,4.265382093955773,10,"{""place_id"": ""synthetic_0031"", ""types"": [""real_estate_agency""]}",0.10272411640054264,0
Synthetic Lead 0032,Tampa,https://lead32.example.com,+1-555-0000032,4.611876565938092,286,"{""place_id"": ""synthetic_0032"", ""types"": [""real_estate_agency""]}",0.8267933974874604,0
Synthetic Lead 0033,Orlando,https://lead33.example.com,,4.170358676987034,11,"{""place_id"": ""synthetic_0033"", ""types"": [""real_estate_agency""]}",0.08520618584749813,0
Synthetic Lead 0034,Jacksonville,https://lead34.example.com,+1-555-0000034,3.8353565318131695,9,"{""place_id"": ""synthetic_0034"", ""types"": [""real_estate_agency""]}",0.0648763217364268,0
Synthetic Lead 0035,Orlando,https://lead35.example.com,+1-555-0000035,3.992763467082071,33,"{""place_id"": ""synthetic_0035"", ""types"": [""point_of_interest"", ""establishment""]}",0.1600135562686973,0
Synthetic Lead 0036,Orlando,,+1-555-0000036,4.516955188866872,27,"{""place_id"": ""synthetic_0036"", ""types"": [""real_estate_agency""]}",0.1460601119157119,0
Synthetic Lead 0037,Tampa,,+1-555-0000037,4.2014966455999785,3,"{""place_id"": ""synthetic_0037"", ""types"": [""real_estate_agency""]}",0.017632488991415275,0
Synthetic Lead 0038,Jacksonville,https://lead38.example.com,+1-555-0000038,4.370104988434169,77,"{""place_id"": ""synthetic_0038"", ""types"": [""real_estate_agency""]}",0.4757196946704155,0
Synthetic Lead 0039,Naples,,+1-555-0000039,4.535039621101095,17,"{""place_id"": ""synthetic_0039"", ""types"": [""real_estate_agency"", ""finance""]}",0.09964694814336417,0
Synthetic Lead 0040,Orlando,,+1-555-0000040,4.012579268551195,5,"{""place_id"": ""synthetic_0040"", ""types"": [""insurance_agency""]}",0.016513915663847047,0
Synthetic Lead 0041,Tampa,https://lead41.example.com,+1-555-0000041,4.578124081814903,83,"{""place_id"": ""synthetic_0041"", ""types"": [""insurance_agency""]}",0.4851005854344728,1
Synthetic Lead 0042,Miami,https://lead42.example.com,+1-555-0000042,4.389421301729198,42,"{""place_id"": ""synthetic_0042"", ""types"": [""real_estate_agency""]}",0.3377128170635103,0
Synthetic Lead 0043,Orlando,https://lead43.example.com,+1-555-0000043,3.5825934565442608,4,"{""place_id"": ""synthetic_0043"", ""types"": [""real_estate_agency""]}",0.0286858383512905,0
Synthetic Lead 0044,Fort Lauderdale,https://lead44.example.com,+1-555-0000044,4.921152395593122,169,"{""place_id"": ""synthetic_0044"", ""types"": [""point_of_interest"", ""establishment""]}",0.7579233610041285,0
Synthetic Lead 0045,Miami,https://lead45.example.com,+1-555-0000045,3.949627628121542,44,"{""place_id"": ""synthetic_0045"", ""types"": [""real_estate_agency""]}",0.24183293070765172,0
Synthetic Lead 0046,Jacksonville,https://lead46.example.com,+1-555-0000046,3.3724523284074084,19,"{""place_id"": ""synthetic_0046"", ""types"": [""real_estate_agency""]}",0.07498112933400318,0
Synthetic Lead 0047,Tampa,https://lead47.example.com,+1-555-0000047,3.677478145206849,135,"{""place_id"": ""synthetic_0047"", ""types"": [""insurance_agency""]}",0.3177444705435319,0
Synthetic Lead 0048,Miami,,+1-555-0000048,3.689477419660839,24,"{""place_id"": ""synthetic_0048"", ""types"": [""real_estate_agency""]}",0.05850749296502286,0
Synthetic Lead 0049,Naples,,+1-555-0000049,4.226086659328767,19,"{""place_id"": ""synthetic_0049"", ""types"": [""real_estate_agency""]}",0.0818999433846492,0
Synthetic Lead 0050,Tampa,https://lead50.example.com,,4.0630747472268816,9,"{""place_id"": ""synthetic_0050"", ""types"": [""real_estate_agency"", ""finance""]}",0.0658096295149433,0
Synthetic Lead 0051,St. Petersburg,https://lead51.example.com,+1-555-0000051,,0,"{""place_id"": ""synthetic_0051"", ""types"": [""real_estate_agency""]}",0.000552778636923599,0
Synthetic Lead 0052,Tampa,https://lead52.example.com,+1-555-0000052,4.50985098274124,35,"{""place_id"": ""synthetic_0052"", ""types"": [""real_estate_agency""]}",0.3283433702542531,1
Synthetic Lead 0053,Naples,https://lead53.example.com,+1-555-0000053,4.369937680596352,20,"{""place_id"": ""synthetic_0053"", ""types"": [""real_estate_agency""]}",0.19516396211033893,1
Synthetic Lead 0054,Orlando,,+1-555-0000054,4.3580239353221435,7,"{""place_id"": ""synthetic_0054"", ""types"": [""real_estate_agency"", ""finance""]}",0.0392394460224108,0
Synthetic Lead 0055,Tampa,,+1-555-0000055,4.404914228664347,23,"{""place_id"": ""synthetic_0055"", ""types"": [""real_estate_agency""]}",0.11457131584758978,0
Synthetic Lead 0056,St. Petersburg,,+1-555-0000056,4.50806733400112,18,"{""place_id"": ""synthetic_0056"", ""types"": [""real_estate_agency""]}",0.10215129458579798,0
Synthetic Lead 0057,Orlando,,+1-555-0000057,3.1460233291112787,4,"{""place_id"": ""synthetic_0057"", ""types"": [""insurance_agency""]}",0.006762458458285159,0
Synthetic Lead 0058,Tampa,,+1-555-0000058,4.017780873867769,3,"{""place_id"": ""synthetic_0058"", ""types"": [""insurance_agency""]}",0.011332824578160556,0
Synthetic Lead 0059,Naples,https://lead59.example.com,+1-555-0000059,3.109894967755263,39,"{""place_id"": ""synthetic_0059"", ""types"": [""point_of_interest"", ""establishment""]}",0.07431982424610588,0
Synthetic Lead 0060,Jacksonville,https://lead60.example.com,+1-555-0000060,4.218029963398898,0,"{""place_id"": ""synthetic_0060"", ""types"": [""real_estate_agency""]}",0.010260075355196073,0
Synthetic Lead 0061,Fort Lauderdale,https://lead61.example.com,+1-555-0000061,4.197683513887828,25,"{""place_id"": ""synthetic_0061"", ""types"": [""real_estate_agency""]}",0.19947363669869186,0
Synthetic Lead 0062,Fort Lauderdale,https://lead62.example.com,+1-555-0000062,4.72276613739484,11,"{""place_id"": ""synthetic_0062"", ""types"": [""insurance_agency""]}",0.1260573225044283,0
Synthetic Lead 0063,Tallahassee,https://lead63.example.com,+1-555-0000063,4.7938171963605605,96,"{""place_id"": ""synthetic_0063"", ""types"": [""insurance_agency""]}",0.5907310658528975,1
Synthetic Lead 0064,Tallahassee,https://lead64.example.com,,4.301387524126183,11,"{""place_id"": ""synthetic_0064"", ""types"": [""real_estate_agency""]}",0.09568050193965667,1
Synthetic Lead 0065,Jacksonville,,+1-555-0000065,3.9498194613015505,44,"{""place_id"": ""synthetic_0065"", ""types"": [""insurance_agency""]}",0.09600426593748948,0
Synthetic Lead 0066,Orlando,https://lead66.example.com,+1-555-0000066,4.442580556272869,12,"{""place_id"": ""synthetic_0066"", ""types"": [""real_estate_agency""]}",0.1385399119244623,0
Synthetic Lead 0067,Miami,,+1-555-0000067,3.9360411813378433,23,"{""place_id"": ""synthetic_0067"", ""types"": [""real_estate_agency"", ""finance""]}",0.07244571235435703,0
Synthetic Lead 0068,Jacksonville,,+1-555-0000068,,0,"{""place_id"": ""synthetic_0068"", ""types"": [""real_estate_agency"", ""finance""]}",0.00024845508183933427,0
Synthetic Lead 0069,Tallahassee,https://lead69.example.com,,4.693068158480384,11,"{""place_id"": ""synthetic_0069"", ""types"": [""real_estate_agency""]}",0.13410200906277064,0
Synthetic Lead 0070,Tampa,https://lead70.example.com,+1-555-0000070,3.9211143270052884,66,"{""place_id"": ""synthetic_0070"", ""types"": [""point_of_interest"", ""establishment""]}",0.2492480130419654,1
Synthetic Lead 0071,Miami,https://lead71.example.com,+1-555-0000071,4.602839319621251,6,"{""place_id"": ""synthetic_0071"", ""types"": [""point_of_interest"", ""establishment""]}",0.06826055766789228,0
Synthetic Lead 0072,Orlando,https://lead72.example.com,+1-555-0000072,4.538700684346152,28,"{""place_id"": ""synthetic_0072"", ""types"": [""real_estate_agency""]}",0.28786951291225454,0
Synthetic Lead 0073,Jacksonville,https://lead73.example.com,,3.7226040914345893,60,"{""place_id"": ""synthetic_0073"", ""types"": [""real_estate_agency""]}",0.20880257907857624,0
Synthetic Lead 0074,Tallahassee,,+1-555-0000074,,0,"{""place_id"": ""synthetic_0074"", ""types"": [""insurance_agency""]}",0.00018407190496342368,0
Synthetic Lead 0075,Miami,https://lead75.example.com,+1-555-0000075,4.549283172685753,200,"{""place_id"": ""synthetic_0075"", ""types"": [""real_estate_agency""]}",0.7511326022153479,0
Synthetic Lead 0076,Jacksonville,https://lead76.example.com,+1-555-0000076,4.2509629436863285,8,"{""place_id"": ""synthetic_0076"", ""types"": [""real_estate_agency""]}",0.08476131875236172,0
Synthetic Lead 0077,St. Petersburg,https://lead77.example.com,+1-555-0000077,3.818838270986174,3,"{""place_id"": ""synthetic_0077"", ""types"": [""real_estate_agency""]}",0.028487495129366037,0
Synthetic Lead 0078,Naples,https://lead78.example.com,+1-555-0000078,3.7703969907122152,6,"{""place_id"": ""synthetic_0078"", ""types"": [""point_of_interest"", ""establishment""]}",0.033693856299141775,0
Synthetic Lead 0079,Miami,https://lead79.example.com,+1-555-0000079,3.931168711548489,44,"{""place_id"": ""synthetic_0079"", ""types"": [""real_estate_agency""]}",0.23789190180616063,0
Synthetic Lead 0080,Naples,https://lead80.example.com,+1-555-0000080,4.4712972316459805,36,"{""place_id"": ""synthetic_0080"", ""types"": [""real_estate_agency"", ""finance""]}",0.3248486949162966,0
Synthetic Lead 0081,Jacksonville,https://lead81.example.com,+1-555-0000081,3.722187416299301,22,"{""place_id"": ""synthetic_0081"", ""types"": [""real_estate_agency""]}",0.11726072534778192,0
Synthetic Lead 0082,St. Petersburg,https://lead82.example.com,,4.418756124309935,5,"{""place_id"": ""synthetic_0082"", ""types"": [""real_estate_agency""]}",0.055512811425841246,0
Synthetic Lead 0083,Miami,https://lead83.example.com,+1-555-0000083,3.5791222355608037,50,"{""place_id"": ""synthetic_0083"", ""types"": [""point_of_interest"", ""establishment""]}",0.14610096899952013,0
Synthetic Lead 0084,Jacksonville,https://lead84.example.com,+1-555-0000084,,0,"{""place_id"": ""synthetic_0084"", ""types"": [""real_estate_agency""]}",0.000552778636923599,0
Synthetic Lead 0085,Fort Lauderdale,https://lead85.example.com,,,0,"{""place_id"": ""synthetic_0085"", ""types"": [""real_estate_agency""]}",0.00045262222324053464,0
Synthetic Lead 0086,Orlando,https://lead86.example.com,+1-555-0000086,5.0,619,"{""place_id"": ""synthetic_0086"", ""types"": [""real_estate_agency""]}",0.951325056835945,1
Synthetic Lead 0087,Tampa,https://lead87.example.com,,3.5113421722398166,31,"{""place_id"": ""synthetic_0087"", ""types"": [""real_estate_agency"", ""finance""]}",0.10388544677067788,0
Synthetic Lead 0088,Jacksonville,https://lead88.example.com,+1-555-0000088,4.9360072832450665,40,"{""place_id"": ""synthetic_0088"", ""types"": [""real_estate_agency""]}",0.47773658309413936,0
Synthetic Lead 0089,Jacksonville,https://lead89.example.com,,4.27492120699364,11,"{""place_id"": ""synthetic_0089"", ""types"": [""real_estate_agency""]}",0.093475987988749,0
Synthetic Lead 0090,Miami,https://lead90.example.com,+1-555-0000090,4.405585959007982,2,"{""place_id"": ""synthetic_0090"", ""types"": [""real_estate_agency""]}",0.03402213779718119,0
Synthetic Lead 0091,Tampa,https://lead91.example.com,+1-555-0000091,4.259173956694102,9,"{""place_id"": ""synthetic_0091"", ""types"": [""real_estate_agency""]}",0.09384853881189438,0
Synthetic Lead 0092,Orlando,https://lead92.example.com,+1-555-0000092,4.422363409097617,5,"{""place_id"": ""synthetic_0092"", ""types"": [""real_estate_agency""]}",0.06717638163688153,0
Synthetic Lead 0093,Naples,https://lead93.example.com,+1-555-0000093,4.123157447818992,3,"{""place_id"": ""synthetic_0093"", ""types"": [""insurance_agency""]}",0.027027103853279204,0
Synthetic Lead 0094,Naples,,,4.927025090728729,158,"{""place_id"": ""synthetic_0094"", ""types"": [""real_estate_agency""]}",0.5930345223117384,1
Synthetic Lead 0095,Orlando,https://lead95.example.com,+1-555-0000095,3.971764427887639,27,"{""place_id"": ""synthetic_0095"", ""types"": [""real_estate_agency""]}",0.17286455898037892,0
Synthetic Lead 0096,Miami,,+1-555-0000096,4.766117286089624,31,"{""place_id"": ""synthetic_0096"", ""types"": [""insurance_agency""]}",0.16116214025555725,0
Synthetic Lead 0097,Orlando,https://lead97.example.com,+1-555-0000097,,0,"{""place_id"": ""synthetic_0097"", ""types"": [""real_estate_agency"", ""finance""]}",0.000552778636923599,0
Synthetic Lead 0098,Tampa,https://lead98.example.com,+1-555-0000098,4.169874076799356,16,"{""place_id"": ""synthetic_0098"", ""types"": [""real_estate_agency""]}",0.13772331960687953,0
Synthetic Lead 0099,Tallahassee,https://lead99.example.com,+1-555-0000099,3.6640187238548907,63,"{""place_id"": ""synthetic_0099"", ""types"": [""real_estate_agency""]}",0.2386226133757264,0
Synthetic Lead 0100,Jacksonville,,+1-555-0000100,4.42751186017376,19,"{""place_id"": ""synthetic_0100"", ""types"": [""real_estate_agency""]}",0.09926298759500891,0
Synthetic Lead 0101,Miami,,+1-555-0000101,4.922562978463267,37,"{""place_id"": ""synthetic_0101"", ""types"": [""point_of_interest"", ""establishment""]}",0.21629829608226064,1
Synthetic Lead 0102,Miami,https://lead102.example.com,,4.1613219100895735,15,"{""place_id"": ""synthetic_0102"", ""types"": [""real_estate_agency""]}",0.1088874778233528,0
Synthetic Lead 0103,Orlando,,+1-555-0000103,4.101557150648046,13,"{""place_id"": ""synthetic_0103"", ""types"": [""real_estate_agency""]}",0.05256245313499546,0
Synthetic Lead 0104,Tallahassee,https://lead104.example.com,+1-555-0000104,3.642691518466037,3,"{""place_id"": ""synthetic_0104"", ""types"": [""real_estate_agency""]}",0.02480225581112539,0
Synthetic Lead 0105,Fort Lauderdale,https://lead105.example.com,+1-555-0000105,4.085353673223846,1,"{""place_id"": ""synthetic_0105"", ""types"": [""real_estate_agency""]}",0.018317274748889004,0
Synthetic Lead 0106,Jacksonville,https://lead106.example.com,+1-555-0000106,3.4036028701392365,14,"{""place_id"": ""synthetic_0106"", ""types"": [""real_estate_agency""]}",0.061372802881758996,0
Synthetic Lead 0107,Orlando,,+1-555-0000107,3.7435610066405864,21,"{""place_id"": ""synthetic_0107"", ""types"": [""real_estate_agency""]}",0.05539525515034913,0
Synthetic Lead 0108,Naples,https://lead108.example.com,+1-555-0000108,,0,"{""place_id"": ""synthetic_0108"", ""types"": [""insurance_agency""]}",0.00040956716498605005,0
Synthetic Lead 0109,Orlando,,+1-555-0000109,4.8595065988706985,19,"{""place_id"": ""synthetic_0109"", ""types"": [""insurance_agency""]}",0.11383807675464852,0
Synthetic Lead 0110,Tallahassee,https://lead110.example.com,+1-555-0000110,5.0,21,"{""place_id"": ""synthetic_0110"", ""types"": [""real_estate_agency"", ""finance""]}",0.3318447536232695,0
Synthetic Lead 0111,Tallahassee,https://lead111.example.com,+1-555-0000111,3.9067074574645497,1,"{""place_id"": ""synthetic_0111"", ""types"": [""real_estate_agency"", ""finance""]}",0.016187666696540304,0
Synthetic Lead 0112,Tampa,https://lead112.example.com,+1-555-0000112,4.91765007832272,6,"{""place_id"": ""synthetic_0112"", ""types"": [""real_estate_agency""]}",0.11578700678006479,0
Synthetic Lead 0113,Tallahassee,,+1-555-0000113,4.321876240200824,32,"{""place_id"": ""synthetic_0113"", ""types"": [""point_of_interest"", ""establishment""]}",0.10751535194080256,0
Synthetic Lead 0114,Orlando,https://lead114.example.com,+1-555-0000114,4.1243761766268126,31,"{""place_id"": ""synthetic_0114"", ""types"": [""real_estate_agency"", ""finance""]}",0.2195540678496348,0
Synthetic Lead 0115,Fort Lauderdale,https://lead115.example.com,+1-555-0000115,4.416297225863076,5,"{""place_id"": ""synthetic_0115"", ""types"": [""real_estate_agency"", ""finance""]}",0.0668468911086,0
Synthetic Lead 0116,Miami,https://lead116.example.com,+1-555-0000116,4.230958241839979,24,"{""place_id"": ""synthetic_0116"", ""types"": [""real_estate_agency"", ""finance""]}",0.19909198700508524,0
Synthetic Lead 0117,Tampa,https://lead117.example.com,+1-555-0000117,4.255197862806109,68,"{""place_id"": ""synthetic_0117"", ""types"": [""real_estate_agency""]}",0.4103787510954241,0
Synthetic Lead 0118,Orlando,https://lead118.example.com,+1-555-0000118,3.9958334185866655,51,"{""place_id"": ""synthetic_0118"", ""types"": [""real_estate_agency""]}",0.27862589006546096,0
Synthetic Lead 0119,Miami,https://lead119.example.com,+1-555-0000119,3.5009451701005747,17,"{""place_id"": ""synthetic_0119"", ""types"": [""real_estate_agency""]}",0.07799198685109461,0
Synthetic Lead 0120,Miami,https://lead120.example.com,+1-555-0000120,3.4281873987389595,11,"{""place_id"": ""synthetic_0120"", ""types"": [""real_estate_agency""]}",0.05237341638812046,0
Synthetic Lead 0121,Orlando,https://lead121.example.com,,4.526622441640614,9,"{""place_id"": ""synthetic_0121"", ""types"": [""real_estate_agency""]}",0.09843978891278324,0
Synthetic Lead 0122,Jacksonville,https://lead122.example.com,+1-555-0000122,,0,"{""place_id"": ""synthetic_0122"", ""types"": [""real_estate_agency""]}",0.000552778636923599,0
Synthetic Lead 0123,Tampa,,+1-555-0000123,3.901955550171917,25,"{""place_id"": ""synthetic_0123"", ""types"": [""real_estate_agency""]}",0.07505238957666623,0
Synthetic Lead 0124,Orlando,https://lead124.example.com,+1-555-0000124,,0,"{""place_id"": ""synthetic_0124"", ""types"": [""point_of_interest"", ""establishment""]}",0.00040956716498605005,0
Synthetic Lead 0125,Naples,,+1-555-0000125,4.597466126457814,23,"{""place_id"": ""synthetic_0125"", ""types"": [""real_estate_agency"", ""finance""]}",0.13734103990766508,0
Synthetic Lead 0126,Naples,,+1-555-0000126,4.290181971513199,53,"{""place_id"": ""synthetic_0126"", ""types"": [""insurance_agency""]}",0.15939636505530144,0
Synthetic Lead 0127,Miami,https://lead127.example.com,,3.8719725316795164,22,"{""place_id"": ""synthetic_0127"", ""types"": [""real_estate_agency""]}",0.11321525231945367,0
Synthetic Lead 0128,Tampa,https://lead128.example.com,+1-555-0000128,4.813146477824475,51,"{""place_id"": ""synthetic_0128"", ""types"": [""insurance_agency""]}",0.43131460820069,0
Synthetic Lead 0129,Fort Lauderdale,https://lead129.example.com,+1-555-0000129,4.989592751490816,57,"{""place_id"": ""synthetic_0129"", ""types"": [""point_of_interest"", ""establishment""]}",0.5134728020100165,0
Synthetic Lead 0130,St. Petersburg,https://lead130.example.com,+1-555-0000130,4.447278327661427,7,"{""place_id"": ""synthetic_0130"", ""types"": [""real_estate_agency"", ""finance""]}",0.0897533569967219,0
Synthetic Lead 0131,Tampa,https://lead131.example.com,+1-555-0000131,4.686831755672046,2,"{""place_id"": ""synthetic_0131"", ""types"": [""insurance_agency""]}",0.03133949712354559,0
Synthetic Lead 0132,St. Petersburg,https://lead132.example.com,+1-555-0000132,4.820979998406906,128,"{""place_id"": ""synthetic_0132"", ""types"": [""real_estate_agency""]}",0.7326052724451131,1
Synthetic Lead 0133,Miami,https://lead133.example.com,+1-555-0000133,4.765049658202257,27,"{""place_id"": ""synthetic_0133"", ""types"": [""real_estate_agency""]}",0.33337034511243985,0
Synthetic Lead 0134,Orlando,https://lead134.example.com,+1-555-0000134,4.5070495885563115,2,"{""place_id"": ""synthetic_0134"", ""types"": [""real_estate_agency"", ""finance""]}",0.036666683586910755,1
Synthetic Lead 0135,Fort Lauderdale,,,,0,"{""place_id"": ""synthetic_0135"", ""types"": [""point_of_interest"", ""establishment""]}",0.0001507103580597574,0
Synthetic Lead 0136,Fort Lauderdale,https://lead136.example.com,+1-555-0000136,4.4598302866732515,50,"{""place_id"": ""synthetic_0136"", ""types"": [""real_estate_agency""]}",0.3970740496596782,0
Synthetic Lead 0137,Tallahassee,https://lead137.example.com,,3.6513311627264784,14,"{""place_id"": ""synthetic_0137"", ""types"": [""real_estate_agency""]}",0.06427291654377426,0
Synthetic Lead 0138,Miami,,+1-555-0000138,4.5503615784297935,10,"{""place_id"": ""synthetic_0138"", ""types"": [""real_estate_agency""]}",0.0633386464672573,0
Synthetic Lead 0139,Miami,https://lead139.example.com,+1-555-0000139,,0,"{""place_id"": ""synthetic_0139"", ""types"": [""real_estate_agency""]}",0.000552778636923599,0
Synthetic Lead 0140,Miami,https://lead140.example.com,+1-555-0000140,3.8027002724374728,5,"{""place_id"": ""synthetic_0140"", ""types"": [""point_of_interest"", ""establishment""]}",0.03020036760264985,1
Synthetic Lead 0141,Miami,,+1-555-0000141,4.851782533904044,7,"{""place_id"": ""synthetic_0141"", ""types"": [""real_estate_agency"", ""finance""]}",0.06021236400366945,0
Synthetic Lead 0142,Miami,https://lead142.example.com,,4.620110081347099,25,"{""place_id"": ""synthetic_0142"", ""types"": [""real_estate_agency""]}",0.24421915213853743,0
Synthetic Lead 0143,Jacksonville,https://lead143.example.com,+1-555-0000143,4.943699144842931,32,"{""place_id"": ""synthetic_0143"", ""types"": [""real_estate_agency""]}",0.4213703127136599,0
Synthetic Lead 0144,Jacksonville,https://lead144.example.com,,4.064162808156354,36,"{""place_id"": ""synthetic_0144"", ""types"": [""real_estate_agency""]}",0.19839160810639708,0
Synthetic Lead 0145,Fort Lauderdale,,+1-555-0000145,3.6238755793616164,59,"{""place_id"": ""synthetic_0145"", ""types"": [""real_estate_agency""]}",0.11234139957002201,0
Synthetic Lead 0146,Tampa,https://lead146.example.com,+1-555-0000146,4.079781401464829,25,"{""place_id"": ""synthetic_0146"", ""types"": [""insurance_agency""]}",0.13968014410204116,0
Synthetic Lead 0147,Miami,https://lead147.example.com,+1-555-0000147,4.251015648620287,36,"{""place_id"": ""synthetic_0147"", ""types"": [""real_estate_agency"", ""finance""]}",0.272285221457347,0
Synthetic Lead 0148,Fort Lauderdale,https://lead148.example.com,+1-555-0000148,4.239494358170005,14,"{""place_id"": ""synthetic_0148"", ""types"": [""real_estate_agency"", ""finance""]}",0.13165876742161908,0
Synthetic Lead 0149,Miami,https://lead149.example.com,,,0,"{""place_id"": ""synthetic_0149"", ""types"": [""real_estate_agency""]}",0.00045262222324053464,0
